outer_fold,method,rank,ridge_lambda,temperature,mean_balanced_accuracy,fold_scores
0,LRCM,5,1.0000000000000001e-05,0.5,0.66133333333333333,0.62222222222222223|0.65333333333333343|0.6711111111111111|0.67222222222222217|0.68777777777777782
0,LRCM,5,1.0000000000000001e-05,1,0.66133333333333333,0.62222222222222223|0.65333333333333343|0.6711111111111111|0.67222222222222217|0.68777777777777782
0,LRCM,5,1.0000000000000001e-05,2,0.66133333333333333,0.62222222222222223|0.65333333333333343|0.6711111111111111|0.67222222222222217|0.68777777777777782
0,LRCM,5,1.0000000000000001e-05,5,0.66133333333333333,0.62222222222222223|0.65333333333333343|0.6711111111111111|0.67222222222222217|0.68777777777777782
0,LRCM,5,0.0001,0.050000000000000003,0.66133333333333333,0.62222222222222223|0.65333333333333343|0.6711111111111111|0.67222222222222217|0.68777777777777782
0,LRCM,5,0.0001,0.10000000000000001,0.66133333333333333,0.62222222222222223|0.65333333333333343|0.6711111111111111|0.67222222222222217|0.68777777777777782
0,LRCM,5,0.0001,0.20000000000000001,0.66133333333333333,0.62222222222222223|0.65333333333333343|0.6711111111111111|0.67222222222222217|0.68777777777777782
0,LRCM,5,0.0001,0.5,0.66133333333333333,0.62222222222222223|0.65333333333333343|0.6711111111111111|0.67222222222222217|0.68777777777777782
0,LRCM,5,0.0001,1,0.66133333333333333,0.62222222222222223|0.65333333333333343|0.6711111111111111|0.67222222222222217|0.68777777777777782
0,LRCM,5,0.0001,2,0.66133333333333333,0.62222222222222223|0.65333333333333343|0.6711111111111111|0.67222222222222217|0.68777777777777782
0,LRCM,5,0.0001,5,0.66133333333333333,0.62222222222222223|0.65333333333333343|0.6711111111111111|0.67222222222222217|0.68777777777777782
0,LRCM,5,0.001,0.050000000000000003,0.6617777777777778,0.62333333333333329|0.6544444444444445|0.67222222222222228|0.67333333333333334|0.68555555555555558
0,LRCM,5,0.001,0.10000000000000001,0.6617777777777778,0.62333333333333329|0.6544444444444445|0.67222222222222228|0.67333333333333334|0.68555555555555558
0,LRCM,5,0.001,0.20000000000000001,0.6617777777777778,0.62333333333333329|0.6544444444444445|0.67222222222222228|0.67333333333333334|0.68555555555555558
0,LRCM,5,0.001,0.5,0.6617777777777778,0.62333333333333329|0.6544444444444445|0.67222222222222228|0.67333333333333334|0.68555555555555558
0,LRCM,5,0.001,1,0.6617777777777778,0.62333333333333329|0.6544444444444445|0.67222222222222228|0.67333333333333334|0.68555555555555558
